student_id,lms_logins_weekly,login_trend_slope,avg_assignment_delay_days,attendance_percent,attendance_trend,sentiment_score,study_session_variability,burnout_risk_level,dropout_probability
1377,9,2.058,1.18,87.03,-1.079,0.098,0.184,Low,0.152
1378,16,-1.8,0.38,83.24,1.873,-0.087,0.02,Medium,0.391
1379,10,0.487,3.09,68.8,-4.48,1.0,0.338,Low,0.15
1380,19,-0.446,4.82,72.67,-2.886,-0.068,0.054,Medium,0.293
1381,15,-0.469,2.89,71.41,-0.215,0.42,0.41,Low,0.255
1382,10,-0.496,0.05,72.75,3.103,0.273,0.153,Low,0.232
1383,21,-0.727,0.61,76.76,0.452,0.376,0.36,Medium,0.254
1384,10,1.348,0.18,77.33,-2.703,0.415,0.257,Low,0.154
1385,15,0.674,2.11,73.49,-2.394,0.641,0.299,Low,0.16
1386,13,0.019,3.53,72.42,3.346,0.333,0.147,Low,0.189
1387,17,1.081,0.29,77.71,-1.242,0.312,0.19,Low,0.158
1388,18,-1.21,4.56,81.68,-1.886,0.229,0.094,Medium,0.31
1389,12,-1.065,2.03,76.84,2.955,0.131,0.037,Medium,0.3
1390,9,-1.742,2.93,91.59,2.022,-0.256,0.252,High,0.439
1391,14,-0.56,8.89,85.08,2.548,0.17,0.371,Medium,0.275
1392,9,0.129,0.22,64.09,-1.9,0.321,0.25,Low,0.208
1393,20,0.082,5.79,85.24,-3.05,0.401,0.291,Low,0.164
1394,13,0.119,0.34,86.06,0.266,0.29,0.275,Low,0.139
1395,11,-1.129,1.25,75.65,0.67,0.084,0.101,Medium,0.316
1396,13,0.643,4.77,65.05,0.729,0.171,0.35,Low,0.253
1397,7,0.192,5.92,80.08,2.956,-0.077,0.523,Medium,0.261
1398,8,0.586,1.76,79.92,-3.468,0.357,0.144,Low,0.151
1399,17,-1.514,2.25,68.78,1.719,0.089,0.127,Medium,0.392
1400,9,0.249,3.08,65.49,-2.193,0.29,0.418,Low,0.235
1401,8,-0.95,4.47,79.12,1.711,0.7,0.067,Medium,0.241
1402,14,-0.318,0.32,77.67,-0.95,-0.155,0.44,Medium,0.291
1403,17,0.427,4.15,75.83,-1.628,0.498,0.146,Low,0.166
1404,15,0.073,1.64,79.17,-1.22,0.217,0.26,Low,0.176
1405,16,-0.681,1.5,68.97,-2.891,1.0,0.171,Low,0.206
1406,9,0.005,1.38,75.65,0.081,0.092,0.45,Low,0.213
1407,6,-1.225,1.78,85.33,-1.545,0.548,0.256,Medium,0.265
1408,18,0.92,7.25,76.5,1.573,0.208,0.253,Low,0.217
1409,11,-0.164,1.99,63.28,1.28,-0.494,0.586,Medium,0.443
1410,11,0.895,7.65,75.27,3.376,-0.06,0.349,Medium,0.269
1411,17,-0.421,0.5,69.3,0.733,0.64,0.196,Low,0.205
1412,14,-0.419,3.22,82.67,1.041,-0.016,0.227,Medium,0.245
1413,14,-0.611,4.18,83.19,2.8,-0.91,0.378,Medium,0.547
1414,21,0.701,2.84,63.41,-1.255,0.184,0.136,Low,0.23
1415,9,-0.568,2.33,87.59,-2.977,-0.346,0.155,Medium,0.332
1416,16,0.516,2.08,68.88,0.4,0.266,0.162,Low,0.201
1417,12,-0.306,4.93,95.59,-2.845,0.976,0.256,Low,0.101
1418,13,-1.581,4.31,79.51,4.908,0.585,0.179,Medium,0.331
1419,18,-0.456,0.33,67.54,2.911,0.968,0.1,Low,0.175
1420,14,-0.943,4.72,68.58,4.328,-0.081,0.074,Medium,0.369
1421,14,0.027,1.34,83.48,0.125,0.128,0.536,Low,0.189
1422,16,-0.952,0.73,76.09,1.101,-0.322,0.295,Medium,0.41
1423,11,0.741,5.1,79.03,-0.919,-0.142,0.536,Medium,0.28
1424,9,-0.073,1.41,96.13,1.766,-0.263,0.366,Low,0.232
1425,8,-0.142,4.13,73.01,-2.431,-0.453,0.084,Medium,0.369
1426,4,0.525,0.76,80.6,-5.086,0.883,0.214,Low,0.098
1427,20,0.771,0.01,94.2,-1.581,-0.846,0.357,Medium,0.394
1428,8,-0.016,1.71,82.71,-2.911,0.885,0.299,Low,0.104
1429,11,-0.617,0.26,63.93,2.956,0.823,0.283,Low,0.234
1430,11,-1.419,3.51,85.05,3.631,0.45,0.525,Medium,0.329
1431,13,-0.549,0.81,68.37,-2.806,-0.357,0.492,Medium,0.416
1432,15,-0.494,1.47,94.07,2.583,-0.591,0.207,Medium,0.373
1433,15,0.086,0.23,71.77,1.903,-0.074,0.154,Low,0.227
1434,10,-0.276,0.84,100.0,-3.14,0.513,0.342,Low,0.11
1435,11,0.55,3.8,94.67,-0.781,0.202,0.254,Low,0.137
1436,13,-0.49,0.41,72.03,-1.16,-0.322,0.064,Medium,0.351
1437,11,-0.046,2.6,80.2,1.496,0.774,0.349,Low,0.136
1438,18,0.947,6.24,87.54,-2.458,1.0,0.247,Low,0.097
1439,14,0.273,2.85,87.84,-0.198,0.087,0.177,Low,0.159
1440,15,-0.048,4.17,84.42,-1.372,0.255,0.667,Low,0.206
1441,15,-0.482,0.29,92.52,0.947,-0.554,0.501,Medium,0.382
1442,17,-0.507,0.72,78.77,-0.434,-0.007,0.466,Medium,0.269
1443,13,-0.68,5.62,76.33,-1.07,0.455,0.346,Medium,0.271
1444,7,-0.433,3.14,76.53,-0.427,0.377,0.191,Low,0.223
1445,14,0.605,2.55,88.58,4.072,-0.054,0.195,Low,0.181
1446,9,-0.178,2.72,83.65,-0.834,0.063,0.152,Low,0.194
1447,10,-1.08,1.34,82.91,-2.082,-0.024,0.106,Medium,0.302
1448,14,1.415,0.11,87.95,1.167,0.061,0.616,Low,0.18
1449,17,0.256,3.84,59.49,-0.287,0.412,0.61,Low,0.263
1450,12,-1.126,2.84,83.1,-2.83,-0.784,0.249,High,0.552
1451,13,-0.353,1.6,82.19,4.463,0.163,0.523,Medium,0.232
1452,19,0.089,5.75,96.69,-0.705,0.375,0.19,Low,0.119
1453,13,1.364,1.02,64.71,-0.756,-0.085,0.055,Low,0.251
1454,22,-0.886,0.87,95.57,0.32,-0.04,0.529,Medium,0.272
1455,14,0.781,5.15,80.75,3.46,-0.025,0.245,Low,0.218
1456,5,1.12,3.99,84.89,-3.359,-0.04,0.238,Low,0.201
1457,15,-0.503,1.81,96.76,0.552,0.203,0.16,Low,0.169
1458,14,-0.222,0.35,85.61,4.175,0.265,0.412,Low,0.179
1459,17,-0.829,0.61,84.0,0.257,-0.85,0.512,Medium,0.542
1460,15,-0.163,2.67,82.42,-2.471,0.526,0.336,Low,0.165
1461,11,-0.029,1.22,75.17,-1.237,0.055,0.218,Low,0.202
1462,7,0.528,4.53,79.72,0.414,1.0,0.246,Low,0.114
1463,11,0.872,7.49,72.84,2.662,-0.396,0.218,Medium,0.366
1464,9,-0.598,4.1,79.55,-0.679,-0.234,0.527,Medium,0.369
1465,10,-1.574,1.19,56.64,1.653,0.099,0.376,Medium,0.452
1466,14,-0.017,3.89,84.29,-2.871,0.407,0.195,Low,0.15
1467,19,0.235,1.08,78.78,-2.887,-0.775,0.131,Medium,0.414
1468,14,0.2,0.46,76.64,-0.966,-0.215,0.099,Low,0.25
1469,7,-0.261,0.08,82.2,2.876,0.496,0.091,Low,0.147
1470,14,0.1,1.22,65.66,0.138,-0.274,0.063,Low,0.306
1471,17,1.212,5.85,99.29,0.58,0.885,0.215,Low,0.064
1472,10,0.305,0.68,78.97,0.556,-0.027,0.328,Low,0.205
1473,11,-0.299,0.58,78.54,2.218,-0.25,0.42,Medium,0.314
1474,12,-0.4,8.75,70.35,-1.22,0.505,0.571,Medium,0.289
1475,9,-0.136,0.06,80.24,1.377,1.0,0.113,Low,0.092
1476,15,1.309,3.85,93.87,-1.662,0.408,0.421,Low,0.133
1477,12,-0.147,0.97,90.36,3.967,0.83,0.229,Low,0.089
1478,14,-0.016,0.1,88.54,-1.601,1.0,0.29,Low,0.064
1479,8,-0.386,6.25,85.46,-1.765,-0.261,0.17,Medium,0.317
1480,10,0.879,0.38,76.41,1.099,0.669,0.381,Low,0.143
1481,15,1.568,2.01,65.5,0.16,-0.562,0.107,Medium,0.4
1482,11,0.36,0.8,77.99,0.654,0.412,0.403,Low,0.167
1483,19,0.066,0.17,77.64,0.455,0.164,0.143,Low,0.168
1484,10,0.029,0.13,90.49,-2.181,0.821,0.195,Low,0.065
1485,13,-1.907,0.31,83.09,3.227,0.786,0.11,Medium,0.309
1486,16,0.596,0.19,96.12,1.787,0.485,0.148,Low,0.075
1487,6,0.107,3.57,91.97,2.718,0.349,0.714,Low,0.166
1488,5,0.343,1.66,75.44,-1.057,0.454,0.222,Low,0.163
1489,6,-0.569,1.05,62.05,0.833,0.231,0.718,Medium,0.33
1490,17,-0.308,1.35,93.86,0.395,0.169,0.187,Low,0.159
1491,10,-0.329,6.61,93.59,2.256,0.921,0.066,Low,0.111
1492,22,0.817,6.04,66.34,2.32,0.981,0.239,Low,0.169
1493,10,-0.303,3.14,95.09,0.386,0.129,0.251,Low,0.173
1494,13,1.666,5.4,83.82,-3.036,0.319,0.504,Low,0.191
1495,18,0.345,0.96,81.61,3.559,0.241,0.565,Low,0.185
1496,20,-1.021,1.2,96.15,1.112,-0.606,0.147,Medium,0.426
1497,20,-0.103,2.38,93.45,-1.217,0.032,0.132,Low,0.151
1498,17,-0.521,2.44,86.51,0.813,1.0,0.286,Low,0.142
1499,16,-1.756,1.64,84.73,-3.022,-0.175,0.251,High,0.432
1500,14,1.28,1.28,86.16,2.111,1.0,0.108,Low,0.063
1501,15,0.563,10.0,76.0,-2.942,0.786,0.32,Low,0.184
1502,10,0.427,4.3,79.45,-0.442,0.401,0.222,Low,0.169
1503,9,0.132,1.43,70.98,0.489,0.48,0.198,Low,0.172
1504,12,-1.106,3.25,76.67,2.078,-0.259,0.584,Medium,0.444
1505,11,-0.387,0.79,76.33,0.213,0.067,0.27,Low,0.24
1506,10,0.673,0.26,73.65,1.27,0.921,0.662,Low,0.149
1507,15,-0.841,1.09,81.37,-0.056,-0.107,0.265,Medium,0.315
1508,16,-2.025,1.29,76.76,-0.064,0.731,0.226,Medium,0.364
1509,12,-0.182,0.04,85.02,0.171,-0.489,0.096,Medium,0.321
1510,18,-0.113,4.22,63.78,-0.378,-0.399,0.153,Medium,0.387
1511,7,0.108,1.11,78.87,-3.373,1.0,0.197,Low,0.093
1512,11,0.583,2.17,81.32,-1.537,0.194,0.494,Low,0.192
1513,9,0.51,0.19,76.89,0.49,-0.069,0.092,Low,0.203
1514,5,0.207,0.48,78.28,-0.498,0.881,0.524,Low,0.128
1515,12,0.956,5.51,64.15,-0.312,0.823,0.081,Low,0.177
1516,12,-1.215,2.35,83.56,-0.647,0.66,0.404,Medium,0.274
1517,18,0.404,7.5,86.48,-1.727,-0.085,0.147,Low,0.222
1518,15,0.501,10.0,84.94,-0.986,0.057,0.379,Medium,0.229
1519,8,-0.992,1.16,90.39,-0.614,0.356,0.254,Medium,0.236
1520,19,-1.202,0.89,82.02,0.01,0.547,0.242,Medium,0.268
1521,17,-0.597,4.89,84.79,0.787,-0.054,0.121,Medium,0.271
1522,14,-0.529,10.0,81.56,-0.361,0.285,0.431,Medium,0.284
1523,11,0.603,2.48,86.88,-2.059,0.334,0.147,Low,0.134
1524,8,-0.492,3.96,64.23,-2.796,0.843,0.103,Low,0.224
1525,11,-0.685,3.81,71.06,5.195,0.577,0.562,Medium,0.283
1526,16,-0.489,1.1,95.87,-2.26,-0.553,0.503,Medium,0.376
1527,20,0.895,2.13,55.4,-1.037,0.093,0.445,Low,0.285
1528,18,0.01,4.48,78.6,1.034,-0.264,0.067,Low,0.278
1529,10,-0.143,2.91,91.72,0.722,0.484,0.19,Low,0.126
1530,8,-0.088,0.05,79.07,1.042,0.662,0.062,Low,0.119
1531,13,1.034,1.03,75.95,-0.885,0.251,0.244,Low,0.178
1532,5,-0.599,0.39,81.29,0.477,0.066,0.324,Medium,0.25
1533,13,1.052,0.66,76.47,0.123,0.235,0.444,Low,0.192
1534,11,0.168,5.9,80.31,-0.624,0.304,0.225,Low,0.185
1535,10,-0.128,0.09,73.17,0.491,-0.12,0.136,Low,0.249
1536,6,2.001,0.62,91.09,2.111,-0.409,0.272,Low,0.272
1537,14,-0.845,0.93,94.23,-0.044,-0.825,0.132,Medium,0.474
1538,10,-0.283,2.4,78.67,-0.031,0.834,0.486,Low,0.172
1539,7,-0.986,1.91,66.14,2.136,0.448,0.31,Medium,0.317
1540,1,0.762,0.62,74.76,1.923,0.381,0.294,Low,0.171
1541,12,1.351,0.45,78.16,3.168,0.833,0.542,Low,0.134
1542,19,1.336,0.68,85.06,-3.512,-0.428,0.323,Low,0.303
1543,19,0.979,1.75,69.92,1.81,-0.668,0.095,Medium,0.414
1544,10,-0.158,0.79,72.31,1.203,0.392,0.149,Low,0.187
1545,10,-0.292,7.37,85.11,-1.771,0.347,0.298,Low,0.213
1546,14,-1.337,1.56,89.39,0.503,-0.666,0.155,High,0.506
1547,8,1.629,0.15,73.78,2.102,0.38,0.341,Low,0.176
1548,13,0.375,3.27,66.67,-1.658,-0.0,0.442,Low,0.262
1549,15,-0.394,1.0,100.0,0.885,-0.204,0.186,Medium,0.223
1550,17,1.062,2.65,87.83,1.743,0.033,0.114,Low,0.159
1551,12,-0.778,0.82,77.33,-2.142,-1.0,0.082,Medium,0.571
1552,11,0.325,2.11,88.69,-0.285,-0.096,0.382,Low,0.205
1553,8,-0.138,3.7,78.76,0.602,-0.152,0.196,Low,0.266
1554,9,0.511,6.58,88.67,-1.592,0.479,0.414,Low,0.159
1555,11,-0.051,0.76,81.59,-1.758,0.121,0.105,Low,0.166
1556,13,-1.161,1.02,80.91,-0.27,0.519,0.313,Medium,0.275
1557,16,0.06,1.56,78.86,1.603,-1.0,0.324,Medium,0.499
1558,9,0.839,6.55,65.53,1.287,-0.22,0.059,Low,0.321
1559,18,-0.023,5.79,99.38,-1.723,0.478,0.226,Low,0.106
1560,11,0.62,0.24,70.58,1.304,0.046,0.287,Low,0.215
1561,12,-0.836,0.35,66.4,-1.672,0.623,0.219,Low,0.266
1562,9,-0.021,1.71,77.87,-3.22,-0.702,0.368,Medium,0.42
1563,2,-0.5,0.28,70.39,-0.734,0.566,0.421,Low,0.234
1564,16,0.598,1.06,79.48,2.246,-0.12,0.141,Low,0.219
1565,15,0.025,0.4,86.88,1.312,-0.168,0.39,Low,0.223
1566,11,0.552,2.53,89.95,-0.003,0.696,0.169,Low,0.091
1567,12,0.87,7.46,88.15,-0.833,0.781,0.364,Low,0.133
1568,14,0.553,10.0,76.94,-0.78,0.717,0.366,Low,0.191
1569,6,0.218,1.18,80.5,0.218,1.0,0.469,Low,0.109
1570,10,-0.799,2.28,84.08,-2.137,0.833,0.106,Low,0.184
1571,15,-0.002,4.85,62.42,-0.696,-0.198,0.226,Medium,0.328
1572,7,-0.426,0.31,85.71,-0.431,0.271,0.154,Low,0.182
1573,13,-0.275,2.92,65.43,-2.702,0.02,0.45,Medium,0.295
1574,7,-0.3,1.31,100.0,-1.677,1.0,0.406,Low,0.074
1575,14,-0.784,0.58,75.95,0.821,0.752,0.478,Low,0.236
1576,12,-1.566,1.29,78.15,0.019,0.106,0.177,Medium,0.363
1577,6,-0.535,0.2,72.3,-0.618,0.639,0.131,Low,0.202
1578,17,0.155,2.97,73.7,-1.823,-0.416,0.3,Medium,0.349
1579,9,-1.079,0.73,100.0,3.154,0.325,0.396,Medium,0.225
1580,9,0.013,0.93,89.4,-1.676,-0.269,0.089,Low,0.224
1581,13,1.52,0.32,64.51,0.503,-0.644,0.146,Medium,0.421
1582,17,0.818,5.0,95.04,-0.976,0.592,0.264,Low,0.105
1583,8,1.315,1.7,91.93,0.073,0.654,0.327,Low,0.096
1584,12,0.313,2.12,77.19,0.915,0.429,0.242,Low,0.163
1585,14,0.934,2.11,83.07,-2.741,0.109,0.376,Low,0.184
1586,15,-0.579,1.32,79.85,-0.013,-0.433,0.391,Medium,0.398
1587,13,-0.515,0.53,99.73,2.381,-0.381,0.583,Medium,0.318
1588,11,-2.191,3.42,72.04,3.523,-0.285,0.269,High,0.57
1589,9,0.949,0.34,81.46,-0.26,0.083,0.436,Low,0.187
1590,12,1.232,0.27,75.72,0.083,0.738,0.18,Low,0.123
1591,8,-0.443,3.1,65.67,4.423,0.73,0.357,Low,0.239
1592,1,-0.203,0.59,100.0,2.27,-0.624,0.247,Medium,0.327
1593,14,-0.603,0.92,68.18,-1.235,-0.147,0.391,Medium,0.353
1594,16,0.306,1.61,82.2,-1.238,-0.16,0.248,Low,0.233
1595,3,0.9,1.49,62.59,1.913,-1.0,0.091,Medium,0.535
1596,8,-1.394,3.08,76.01,-2.022,0.483,0.241,Medium,0.329
1597,14,0.328,2.44,84.22,2.175,0.077,0.451,Low,0.191
1598,20,-0.221,2.58,71.75,0.669,0.143,0.151,Low,0.23
1599,12,0.091,3.13,85.87,1.035,0.873,0.24,Low,0.097
1600,9,0.367,0.87,77.31,-0.513,0.244,0.16,Low,0.167
1601,11,-0.151,0.97,91.6,-1.26,-0.015,0.382,Low,0.182
1602,17,-0.083,1.44,93.62,2.924,0.486,0.412,Low,0.121
1603,9,-0.171,0.92,74.13,-0.493,0.729,0.158,Low,0.151
1604,9,0.776,10.0,80.77,-0.822,0.348,0.236,Low,0.204
1605,10,0.335,4.21,81.83,-0.16,0.545,0.107,Low,0.138
1606,8,0.176,0.45,86.19,0.386,0.127,0.335,Low,0.159
1607,12,-1.017,0.01,80.14,-2.062,0.159,0.157,Medium,0.278
1608,18,-0.303,0.11,81.9,-1.13,0.257,0.384,Low,0.198
1609,13,0.719,0.7,77.57,-1.236,-0.177,0.629,Low,0.277
1610,11,0.03,0.3,81.15,1.691,-0.084,0.212,Low,0.203
1611,11,0.528,1.91,92.98,-1.772,0.889,0.031,Low,0.048
1612,6,1.413,4.88,86.46,-3.512,1.0,0.129,Low,0.084
1613,16,0.831,3.34,87.01,-3.934,0.996,0.139,Low,0.074
1614,12,0.075,0.61,87.23,-2.941,-0.462,0.31,Low,0.304
1615,11,-0.409,1.27,78.46,2.723,-0.51,0.415,Medium,0.407
1616,25,-2.043,1.77,83.19,0.032,-0.395,0.189,High,0.532
1617,13,-0.135,4.15,69.15,1.002,0.267,0.245,Low,0.234
1618,9,-0.261,4.57,92.69,1.073,-1.0,0.116,Medium,0.483
1619,10,0.312,6.01,52.17,0.112,-0.094,0.362,Medium,0.349
1620,17,-0.123,1.78,79.13,-0.15,0.904,0.114,Low,0.113
1621,12,-0.256,2.96,91.41,2.089,0.691,0.335,Low,0.131
1622,6,-1.424,0.3,66.36,0.292,-0.055,0.078,Medium,0.399
1623,16,-0.752,2.08,84.0,2.798,-0.017,0.31,Medium,0.279
1624,9,0.381,0.71,73.19,1.242,0.484,0.09,Low,0.152
1625,19,1.373,1.41,76.31,-1.236,0.668,0.01,Low,0.121
1626,16,-0.078,2.51,89.46,-0.994,-0.067,0.128,Low,0.185
1627,10,0.262,0.74,81.98,-1.455,0.083,0.675,Low,0.206
1628,17,0.762,0.13,59.66,2.435,-0.083,0.378,Low,0.288
1629,12,-0.649,0.03,70.24,-0.81,-0.466,0.468,Medium,0.447
1630,15,0.293,0.06,89.75,-1.597,0.09,0.128,Low,0.133
1631,14,-0.592,0.02,84.49,0.64,0.052,0.298,Medium,0.236
1632,9,0.692,0.29,97.48,-0.194,-0.43,0.151,Low,0.246
1633,9,0.121,0.68,96.83,0.589,0.523,0.178,Low,0.074
1634,16,0.239,0.63,76.58,3.78,0.442,0.387,Low,0.167
1635,11,-0.626,10.0,100.0,1.826,0.548,0.37,Medium,0.202
1636,10,0.566,0.91,80.24,0.054,-0.184,0.414,Low,0.255
1637,8,1.668,0.34,70.37,-2.817,-0.792,0.22,Medium,0.451
1638,14,-0.806,1.97,73.66,-1.0,0.434,0.695,Medium,0.302
1639,20,-0.272,4.88,57.43,1.422,-0.132,0.328,Medium,0.365
1640,8,0.185,2.83,96.07,-2.342,-0.245,0.221,Low,0.216
1641,12,0.629,0.88,95.95,4.282,-0.429,0.092,Low,0.25
1642,18,-0.448,2.06,69.84,0.029,0.062,0.259,Medium,0.276
1643,12,-2.266,3.14,77.72,0.098,0.989,0.141,Medium,0.368
1644,14,1.087,3.26,80.96,-1.333,-0.053,0.095,Low,0.203
1645,8,0.608,2.75,70.4,0.993,-0.345,0.48,Medium,0.352
1646,14,-1.394,5.12,62.45,-2.316,0.526,0.204,Medium,0.38
1647,11,-0.486,5.1,77.9,4.33,0.286,0.359,Medium,0.257
1648,16,1.255,2.16,76.79,2.635,-0.86,0.27,Medium,0.463
1649,17,1.158,1.4,76.12,1.969,0.531,0.199,Low,0.15
1650,22,0.751,2.57,82.23,-2.781,1.0,0.193,Low,0.09
1651,14,-0.141,4.26,94.3,0.411,-1.0,0.426,Medium,0.486
1652,13,0.066,0.01,76.97,2.418,-0.418,0.472,Medium,0.335
1653,13,-0.105,10.0,81.7,1.186,-1.0,0.44,Medium,0.559
1654,11,0.903,0.5,87.27,-2.004,0.162,0.216,Low,0.143
1655,13,-0.701,1.59,85.54,-1.3,0.695,0.605,Low,0.215
1656,11,-0.645,5.14,73.86,-0.904,0.253,0.428,Medium,0.298
1657,13,0.808,0.64,80.96,-1.207,0.896,0.108,Low,0.087
1658,17,-0.035,1.62,85.48,3.058,0.615,0.568,Low,0.144
1659,8,1.103,0.36,68.72,-3.842,1.0,0.42,Low,0.14
1660,17,-0.537,1.26,92.64,1.312,0.78,0.183,Low,0.13
1661,17,-0.044,0.49,94.32,-2.585,-0.001,0.446,Low,0.158
1662,12,-0.738,1.13,72.77,-1.923,0.233,0.324,Medium,0.283
1663,4,0.006,1.17,81.94,-4.019,-0.234,0.471,Low,0.27
1664,10,-1.183,10.0,86.42,-1.098,0.085,0.191,Medium,0.344
1665,17,-0.39,10.0,74.54,3.021,0.231,0.372,Medium,0.292
1666,12,-1.149,0.3,84.82,0.53,0.158,0.239,Medium,0.286
1667,8,0.555,3.24,81.63,-2.397,0.871,0.088,Low,0.1
1668,10,0.573,0.13,65.32,2.034,0.035,0.2,Low,0.227
1669,15,-1.384,0.08,84.59,2.463,-0.266,0.234,Medium,0.406
1670,14,1.067,0.28,69.0,0.208,-0.235,0.311,Low,0.297
1671,11,1.998,8.42,89.39,4.069,0.528,0.119,Low,0.139
1672,11,0.037,7.07,73.29,1.643,-0.502,0.093,Medium,0.384
1673,10,-0.513,0.54,78.39,1.365,0.099,0.047,Low,0.226
1674,8,2.259,0.44,93.72,-1.607,0.864,0.669,Low,0.089
1675,18,-1.055,0.69,84.96,1.255,0.346,0.167,Medium,0.253
1676,11,0.016,1.81,69.21,0.434,0.163,0.394,Low,0.226
1677,17,0.144,2.11,69.85,1.04,0.182,0.271,Low,0.214
1678,18,1.076,0.63,74.01,-1.369,-0.315,0.289,Low,0.304
1679,16,0.288,3.53,83.95,0.256,-0.229,0.188,Low,0.254
1680,10,-0.399,0.93,83.58,-1.634,0.102,0.266,Low,0.214
1681,14,-0.761,6.38,71.57,-4.294,0.336,0.187,Medium,0.3
1682,12,-0.273,2.67,68.33,1.997,0.674,0.243,Low,0.204
1683,8,-0.806,1.43,82.82,-3.005,0.246,0.27,Medium,0.253
1684,13,0.038,3.9,78.18,0.214,0.876,0.52,Low,0.149
1685,7,-0.451,4.26,100.0,0.666,1.0,0.725,Low,0.133
1686,17,-1.195,0.86,80.37,0.653,0.598,0.102,Medium,0.256
1687,10,1.004,1.04,98.14,-0.566,0.812,0.282,Low,0.052
1688,13,-0.398,6.87,68.3,0.542,-0.295,0.384,Medium,0.407
1689,13,-1.015,0.45,64.27,0.942,-0.375,0.41,Medium,0.48
1690,11,-0.135,0.11,68.8,1.47,0.459,0.129,Low,0.184
1691,14,0.055,1.51,91.89,3.467,-0.471,0.22,Low,0.289
1692,10,-1.397,4.04,97.56,0.468,0.055,0.281,Medium,0.306
1693,15,0.265,3.69,72.18,0.128,0.586,0.2,Low,0.171
1694,7,-0.838,6.3,75.39,-1.813,0.907,0.268,Low,0.246
1695,13,1.369,1.9,68.31,0.872,0.073,0.552,Low,0.25
1696,20,0.419,0.26,61.88,1.335,-0.125,0.478,Low,0.301
1697,8,-0.32,2.22,87.18,-0.385,0.36,0.435,Low,0.189
1698,9,-0.596,3.77,82.23,1.089,-0.337,0.366,Medium,0.376
1699,14,-0.084,0.24,80.1,-0.585,0.113,0.216,Low,0.181
1700,13,0.49,0.47,66.0,1.342,0.196,0.211,Low,0.212
1701,13,-0.02,0.03,96.4,1.825,0.186,0.359,Low,0.121
1702,14,-0.174,2.25,74.97,1.797,0.244,0.297,Low,0.214
1703,15,0.047,5.45,85.34,0.236,-0.217,0.44,Medium,0.276
1704,16,-0.483,2.78,65.45,-2.08,-0.163,0.165,Medium,0.346
1705,14,-0.275,10.0,78.09,-1.224,-0.174,0.16,Medium,0.324
1706,11,-1.669,0.16,82.91,1.19,-0.61,0.241,High,0.548
1707,15,0.779,5.83,83.27,4.898,0.371,0.528,Low,0.192
1708,20,0.239,4.21,81.55,-0.681,0.647,0.094,Low,0.128
1709,11,-0.619,0.94,84.95,0.912,0.598,0.507,Low,0.206
1710,8,1.519,9.08,68.69,-1.112,0.069,0.16,Low,0.261
1711,16,0.07,0.85,81.97,-1.948,-0.206,0.333,Low,0.249
1712,12,-0.829,5.5,81.14,-1.353,0.572,0.442,Medium,0.267
1713,3,0.685,5.32,82.32,-4.165,0.519,0.431,Low,0.17
1714,15,0.318,3.54,80.72,2.707,0.309,0.396,Low,0.183
1715,10,0.316,2.07,67.27,-4.46,1.0,0.47,Low,0.159
1716,12,-0.341,0.32,66.82,-0.528,0.187,0.143,Low,0.243
1717,13,0.36,1.9,57.86,-2.356,0.072,0.124,Low,0.253
1718,13,-0.209,1.1,88.18,-1.769,0.0,0.148,Low,0.178
1719,15,0.445,3.93,88.28,2.753,-0.58,0.264,Medium,0.351
1720,10,-1.524,3.55,88.44,0.402,0.531,0.398,Medium,0.312
1721,14,-0.347,6.04,83.07,-1.931,0.147,0.358,Medium,0.242
1722,11,1.378,0.04,58.67,-1.179,0.455,0.467,Low,0.229
1723,15,-0.614,4.14,69.73,-1.531,1.0,0.233,Low,0.215
1724,14,-0.483,6.97,81.7,-0.087,0.005,0.443,Medium,0.288
1725,8,-0.358,3.89,81.36,0.346,-0.969,0.17,Medium,0.524
1726,16,-0.972,0.35,77.77,3.791,0.441,0.377,Medium,0.273
1727,10,-1.767,0.21,83.69,-3.833,0.283,0.128,Medium,0.34
1728,15,-0.184,0.05,80.12,-0.07,-0.166,0.33,Low,0.26
1729,13,0.109,2.48,81.21,-0.631,0.399,0.155,Low,0.148
1730,19,-0.042,2.48,73.61,1.893,0.593,0.47,Low,0.184
1731,11,-0.116,10.0,89.82,0.71,-0.273,0.583,Medium,0.328
1732,11,0.034,1.27,75.69,1.181,0.049,0.218,Low,0.198
1733,12,0.818,1.01,66.69,0.69,0.938,0.316,Low,0.149
1734,11,-0.152,2.45,72.29,-1.864,-0.161,0.209,Low,0.286
1735,15,-0.459,4.37,76.52,2.423,0.233,0.259,Medium,0.252
1736,6,-0.225,6.9,89.94,1.597,-1.0,0.289,Medium,0.515
1737,8,0.463,4.06,79.58,1.831,-0.541,0.31,Medium,0.373
1738,8,1.13,1.39,78.14,2.528,0.279,0.154,Low,0.163
1739,16,-0.503,2.52,67.51,0.835,0.814,0.542,Low,0.243
1740,19,0.079,4.85,87.85,2.962,-0.481,0.17,Medium,0.321
1741,12,0.271,1.69,73.48,0.755,0.237,0.103,Low,0.181
1742,11,-0.794,0.61,79.0,-0.438,0.012,0.411,Medium,0.294
1743,12,0.016,0.46,94.8,-0.013,0.677,0.546,Low,0.094
1744,17,-1.173,0.0,85.09,-0.048,-0.409,0.319,Medium,0.429
1745,8,-1.415,3.17,63.72,-1.039,0.415,0.107,Medium,0.37
